agegroup,gender,region,cancer,value,year
75-,F,Walloon,Malignant immunoproliferative diseases,11,2015
75-,F,Walloon,Multiple myeloma,11,2015
75-,F,Walloon,Lymphoid leukaemia,29,2015
75-,F,Walloon,Myeloid leukaemia,12,2015
75-,F,Walloon,Monocytic leukaemia,5,2015
75-,F,Walloon,Leukaemia other,1,2015
75-,F,Walloon,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
75-,F,Walloon,Other and ill-defined sites,-,2015
75-,F,Walloon,Unknown primary site,22,2015
75-,F,Walloon,Myeloproliferative Disorders,16,2015
75-,F,Walloon,Myelodysplastic syndromes,28,2015
80-,F,Walloon,Lip,1,2015
80-,F,Walloon,Base of tongue,2,2015
80-,F,Walloon,Tongue,2,2015
80-,F,Walloon,Gum,1,2015
80-,F,Walloon,Floor of mouth,-,2015
80-,F,Walloon,Palate,-,2015
80-,F,Walloon,"Mouth, NOS",-,2015
80-,F,Walloon,Parotid gland,-,2015
80-,F,Walloon,"Salivary glands, NOS",-,2015
80-,F,Walloon,Tonsil,-,2015
80-,F,Walloon,Oropharynx,1,2015
80-,F,Walloon,Nasopharynx,-,2015
80-,F,Walloon,Pyriform sinus,-,2015
80-,F,Walloon,Hypopharynx,1,2015
80-,F,Walloon,"Lip, oral cavity and pharynx, NOS",3,2015
80-,F,Walloon,Oesophagus,14,2015
80-,F,Walloon,Stomach,21,2015
80-,F,Walloon,Small intestine,9,2015
80-,F,Walloon,Colon,140,2015
80-,F,Walloon,Rectosigmoid junction,1,2015
80-,F,Walloon,Rectum,42,2015
80-,F,Walloon,Anus and anal canal,6,2015
80-,F,Walloon,Liver and intrahepatic bile ducts,7,2015
80-,F,Walloon,Gallbladder,4,2015
80-,F,Walloon,"Biliary tract, NOS",12,2015
80-,F,Walloon,Pancreas,44,2015
80-,F,Walloon,Other ill-defined digestive organs,1,2015
80-,F,Walloon,Nasal cavity and middle ear,1,2015
80-,F,Walloon,Accessory sinuses,1,2015
80-,F,Walloon,Larynx,3,2015
80-,F,Walloon,Trachea,-,2015
80-,F,Walloon,Bronchus and lung,81,2015
80-,F,Walloon,Thymus,-,2015
80-,F,Walloon,"Heart, mediastinum and pleura",-,2015
80-,F,Walloon,"Respiratory system and intrathoracic organs, NOS",-,2015
80-,F,Walloon,Bone and articular cartilage of limbs,1,2015
80-,F,Walloon,"Bone and articular cartilage, NOS",1,2015
80-,F,Walloon,Malignant melanoma of skin,31,2015
80-,F,Walloon,Malignant neoplasms of skin,132,2015
80-,F,Walloon,Mesothelioma,2,2015
80-,F,Walloon,Kaposi's sarcoma,-,2015
80-,F,Walloon,Soft tissues,9,2015
80-,F,Walloon,Retroperitoneum and peritoneum,-,2015
80-,F,Walloon,Breast,222,2015
80-,F,Walloon,Vulva,15,2015
80-,F,Walloon,Vagina,1,2015
80-,F,Walloon,Cervix uteri,10,2015
80-,F,Walloon,Corpus uteri,64,2015
80-,F,Walloon,Uterus,1,2015
80-,F,Walloon,Ovary,30,2015
80-,F,Walloon,"Female genital organs, NOS",-,2015
80-,F,Walloon,Placenta,-,2015
80-,F,Walloon,Kidney,15,2015
80-,F,Walloon,Renal pelvis,6,2015
80-,F,Walloon,Ureter,5,2015
80-,F,Walloon,Bladder,32,2015
80-,F,Walloon,"Urinary organs, NOS",-,2015
80-,F,Walloon,Eye and adnexa,1,2015
80-,F,Walloon,Meninges,1,2015
80-,F,Walloon,Brain,2,2015
80-,F,Walloon,"Spinal cord, cranial nerves and CNS, NOS",-,2015
80-,F,Walloon,Thyroid gland,4,2015
80-,F,Walloon,Adrenal gland,-,2015
80-,F,Walloon,"Endocrine glands, NOS",1,2015
80-,F,Walloon,Hodgkin's disease,2,2015
80-,F,Walloon,Non-Hodgkin-lymphoma,36,2015
80-,F,Walloon,Malignant immunoproliferative diseases,11,2015
80-,F,Walloon,Multiple myeloma,21,2015
80-,F,Walloon,Lymphoid leukaemia,25,2015
80-,F,Walloon,Myeloid leukaemia,17,2015
80-,F,Walloon,Monocytic leukaemia,3,2015
80-,F,Walloon,Leukaemia other,1,2015
80-,F,Walloon,"Lymphoid, haematopoietic and related tissue, NOS",1,2015
80-,F,Walloon,Other and ill-defined sites,-,2015
80-,F,Walloon,Unknown primary site,21,2015
80-,F,Walloon,Myeloproliferative Disorders,17,2015
80-,F,Walloon,Myelodysplastic syndromes,25,2015
85+,F,Walloon,Lip,-,2015
85+,F,Walloon,Base of tongue,1,2015
85+,F,Walloon,Tongue,-,2015
85+,F,Walloon,Gum,5,2015
85+,F,Walloon,Floor of mouth,1,2015
85+,F,Walloon,Palate,-,2015
85+,F,Walloon,"Mouth, NOS",2,2015
85+,F,Walloon,Parotid gland,-,2015
85+,F,Walloon,"Salivary glands, NOS",1,2015
85+,F,Walloon,Tonsil,-,2015
85+,F,Walloon,Oropharynx,-,2015
85+,F,Walloon,Nasopharynx,-,2015
85+,F,Walloon,Pyriform sinus,-,2015
85+,F,Walloon,Hypopharynx,1,2015
85+,F,Walloon,"Lip, oral cavity and pharynx, NOS",-,2015
85+,F,Walloon,Oesophagus,10,2015
85+,F,Walloon,Stomach,20,2015
85+,F,Walloon,Small intestine,4,2015
85+,F,Walloon,Colon,156,2015
85+,F,Walloon,Rectosigmoid junction,3,2015
85+,F,Walloon,Rectum,33,2015
85+,F,Walloon,Anus and anal canal,3,2015
85+,F,Walloon,Liver and intrahepatic bile ducts,16,2015
85+,F,Walloon,Gallbladder,4,2015
85+,F,Walloon,"Biliary tract, NOS",5,2015
85+,F,Walloon,Pancreas,49,2015
85+,F,Walloon,Other ill-defined digestive organs,2,2015
85+,F,Walloon,Nasal cavity and middle ear,1,2015
85+,F,Walloon,Accessory sinuses,-,2015
85+,F,Walloon,Larynx,1,2015
85+,F,Walloon,Trachea,-,2015
85+,F,Walloon,Bronchus and lung,51,2015
85+,F,Walloon,Thymus,-,2015
85+,F,Walloon,"Heart, mediastinum and pleura",-,2015
85+,F,Walloon,"Respiratory system and intrathoracic organs, NOS",1,2015
85+,F,Walloon,Bone and articular cartilage of limbs,2,2015
85+,F,Walloon,"Bone and articular cartilage, NOS",-,2015
85+,F,Walloon,Malignant melanoma of skin,21,2015
85+,F,Walloon,Malignant neoplasms of skin,201,2015
85+,F,Walloon,Mesothelioma,2,2015
85+,F,Walloon,Kaposi's sarcoma,-,2015
85+,F,Walloon,Soft tissues,5,2015
85+,F,Walloon,Retroperitoneum and peritoneum,-,2015
85+,F,Walloon,Breast,221,2015
85+,F,Walloon,Vulva,12,2015
85+,F,Walloon,Vagina,5,2015
85+,F,Walloon,Cervix uteri,7,2015
85+,F,Walloon,Corpus uteri,33,2015
85+,F,Walloon,Uterus,1,2015
85+,F,Walloon,Ovary,19,2015
85+,F,Walloon,"Female genital organs, NOS",1,2015
85+,F,Walloon,Placenta,-,2015
85+,F,Walloon,Kidney,10,2015
85+,F,Walloon,Renal pelvis,3,2015
85+,F,Walloon,Ureter,5,2015
85+,F,Walloon,Bladder,31,2015
85+,F,Walloon,"Urinary organs, NOS",-,2015
85+,F,Walloon,Eye and adnexa,1,2015
85+,F,Walloon,Meninges,-,2015
85+,F,Walloon,Brain,3,2015
85+,F,Walloon,"Spinal cord, cranial nerves and CNS, NOS",-,2015
85+,F,Walloon,Thyroid gland,4,2015
85+,F,Walloon,Adrenal gland,1,2015
85+,F,Walloon,"Endocrine glands, NOS",-,2015
85+,F,Walloon,Hodgkin's disease,2,2015
85+,F,Walloon,Non-Hodgkin-lymphoma,29,2015
85+,F,Walloon,Malignant immunoproliferative diseases,8,2015
85+,F,Walloon,Multiple myeloma,22,2015
85+,F,Walloon,Lymphoid leukaemia,13,2015
85+,F,Walloon,Myeloid leukaemia,21,2015
85+,F,Walloon,Monocytic leukaemia,6,2015
85+,F,Walloon,Leukaemia other,1,2015
85+,F,Walloon,"Lymphoid, haematopoietic and related tissue, NOS",1,2015
85+,F,Walloon,Other and ill-defined sites,3,2015
85+,F,Walloon,Unknown primary site,34,2015
85+,F,Walloon,Myeloproliferative Disorders,18,2015
85+,F,Walloon,Myelodysplastic syndromes,34,2015
00-,F,Walloon,Lip,-,2015
00-,F,Walloon,Base of tongue,-,2015
00-,F,Walloon,Tongue,-,2015
00-,F,Walloon,Gum,-,2015
00-,F,Walloon,Floor of mouth,-,2015
00-,F,Walloon,Palate,-,2015
00-,F,Walloon,"Mouth, NOS",-,2015
00-,F,Walloon,Parotid gland,-,2015
00-,F,Walloon,"Salivary glands, NOS",-,2015
00-,F,Walloon,Tonsil,-,2015
00-,F,Walloon,Oropharynx,-,2015
00-,F,Walloon,Nasopharynx,-,2015
00-,F,Walloon,Pyriform sinus,-,2015
00-,F,Walloon,Hypopharynx,-,2015
00-,F,Walloon,"Lip, oral cavity and pharynx, NOS",-,2015
00-,F,Walloon,Oesophagus,-,2015
00-,F,Walloon,Stomach,-,2015
00-,F,Walloon,Small intestine,-,2015
00-,F,Walloon,Colon,-,2015
00-,F,Walloon,Rectosigmoid junction,-,2015
00-,F,Walloon,Rectum,-,2015
00-,F,Walloon,Anus and anal canal,-,2015
00-,F,Walloon,Liver and intrahepatic bile ducts,1,2015
00-,F,Walloon,Gallbladder,-,2015
00-,F,Walloon,"Biliary tract, NOS",-,2015
00-,F,Walloon,Pancreas,-,2015
00-,F,Walloon,Other ill-defined digestive organs,-,2015
00-,F,Walloon,Nasal cavity and middle ear,-,2015
00-,F,Walloon,Accessory sinuses,-,2015
00-,F,Walloon,Larynx,-,2015
00-,F,Walloon,Trachea,-,2015
00-,F,Walloon,Bronchus and lung,-,2015
00-,F,Walloon,Thymus,-,2015
00-,F,Walloon,"Heart, mediastinum and pleura",-,2015
00-,F,Walloon,"Respiratory system and intrathoracic organs, NOS",-,2015
00-,F,Walloon,Bone and articular cartilage of limbs,-,2015
00-,F,Walloon,"Bone and articular cartilage, NOS",1,2015
00-,F,Walloon,Malignant melanoma of skin,-,2015
00-,F,Walloon,Malignant neoplasms of skin,-,2015
00-,F,Walloon,Mesothelioma,-,2015
00-,F,Walloon,Kaposi's sarcoma,-,2015
00-,F,Walloon,Soft tissues,-,2015
00-,F,Walloon,Retroperitoneum and peritoneum,1,2015
00-,F,Walloon,Breast,-,2015
00-,F,Walloon,Penis,-,2015
00-,F,Walloon,Prostate,-,2015
00-,F,Walloon,Testis,-,2015
00-,F,Walloon,"Male genital organs, NOS",-,2015
00-,F,Walloon,Kidney,2,2015
00-,F,Walloon,Renal pelvis,-,2015
00-,F,Walloon,Ureter,-,2015
00-,F,Walloon,Bladder,-,2015
00-,F,Walloon,"Urinary organs, NOS",-,2015
00-,F,Walloon,Eye and adnexa,2,2015
00-,F,Walloon,Meninges,-,2015
00-,F,Walloon,Brain,7,2015
00-,F,Walloon,"Spinal cord, cranial nerves and CNS, NOS",-,2015
00-,F,Walloon,Thyroid gland,-,2015
00-,F,Walloon,Adrenal gland,4,2015
00-,F,Walloon,"Endocrine glands, NOS",-,2015
00-,F,Walloon,Hodgkin's disease,-,2015
00-,F,Walloon,Non-Hodgkin-lymphoma,-,2015
00-,F,Walloon,Malignant immunoproliferative diseases,-,2015
00-,F,Walloon,Multiple myeloma,-,2015
00-,F,Walloon,Lymphoid leukaemia,4,2015
00-,F,Walloon,Myeloid leukaemia,1,2015
00-,F,Walloon,Monocytic leukaemia,-,2015
00-,F,Walloon,Leukaemia other,-,2015
00-,F,Walloon,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
00-,F,Walloon,Other and ill-defined sites,-,2015
00-,F,Walloon,Unknown primary site,-,2015
00-,F,Walloon,Myeloproliferative Disorders,-,2015
00-,F,Walloon,Myelodysplastic syndromes,1,2015
05-,F,Walloon,Lip,-,2015
05-,F,Walloon,Base of tongue,-,2015
05-,F,Walloon,Tongue,-,2015
05-,F,Walloon,Gum,-,2015
05-,F,Walloon,Floor of mouth,-,2015
05-,F,Walloon,Palate,-,2015
05-,F,Walloon,"Mouth, NOS",-,2015
05-,F,Walloon,Parotid gland,-,2015
05-,F,Walloon,"Salivary glands, NOS",-,2015
05-,F,Walloon,Tonsil,-,2015
05-,F,Walloon,Oropharynx,-,2015
05-,F,Walloon,Nasopharynx,-,2015
05-,F,Walloon,Pyriform sinus,-,2015
05-,F,Walloon,Hypopharynx,-,2015
05-,F,Walloon,"Lip, oral cavity and pharynx, NOS",-,2015
05-,F,Walloon,Oesophagus,-,2015
05-,F,Walloon,Stomach,-,2015
05-,F,Walloon,Small intestine,-,2015
05-,F,Walloon,Colon,-,2015
05-,F,Walloon,Rectosigmoid junction,-,2015
05-,F,Walloon,Rectum,-,2015
05-,F,Walloon,Anus and anal canal,-,2015
05-,F,Walloon,Liver and intrahepatic bile ducts,-,2015
05-,F,Walloon,Gallbladder,-,2015
05-,F,Walloon,"Biliary tract, NOS",-,2015
05-,F,Walloon,Pancreas,-,2015
05-,F,Walloon,Other ill-defined digestive organs,-,2015
05-,F,Walloon,Nasal cavity and middle ear,-,2015
05-,F,Walloon,Accessory sinuses,-,2015
05-,F,Walloon,Larynx,-,2015
05-,F,Walloon,Trachea,-,2015
05-,F,Walloon,Bronchus and lung,-,2015
05-,F,Walloon,Thymus,-,2015
05-,F,Walloon,"Heart, mediastinum and pleura",-,2015
05-,F,Walloon,"Respiratory system and intrathoracic organs, NOS",-,2015
05-,F,Walloon,Bone and articular cartilage of limbs,-,2015
05-,F,Walloon,"Bone and articular cartilage, NOS",1,2015
05-,F,Walloon,Malignant melanoma of skin,-,2015
05-,F,Walloon,Malignant neoplasms of skin,-,2015
05-,F,Walloon,Mesothelioma,-,2015
05-,F,Walloon,Kaposi's sarcoma,-,2015
05-,F,Walloon,Soft tissues,1,2015
05-,F,Walloon,Retroperitoneum and peritoneum,1,2015
05-,F,Walloon,Breast,-,2015
05-,F,Walloon,Penis,-,2015
05-,F,Walloon,Prostate,-,2015
05-,F,Walloon,Testis,-,2015
05-,F,Walloon,"Male genital organs, NOS",-,2015
05-,F,Walloon,Kidney,-,2015
05-,F,Walloon,Renal pelvis,-,2015
05-,F,Walloon,Ureter,-,2015
05-,F,Walloon,Bladder,-,2015
05-,F,Walloon,"Urinary organs, NOS",-,2015
05-,F,Walloon,Eye and adnexa,-,2015
05-,F,Walloon,Meninges,-,2015
05-,F,Walloon,Brain,4,2015
05-,F,Walloon,"Spinal cord, cranial nerves and CNS, NOS",-,2015
05-,F,Walloon,Thyroid gland,-,2015
05-,F,Walloon,Adrenal gland,-,2015
05-,F,Walloon,"Endocrine glands, NOS",-,2015
05-,F,Walloon,Hodgkin's disease,-,2015
05-,F,Walloon,Non-Hodgkin-lymphoma,4,2015
05-,F,Walloon,Malignant immunoproliferative diseases,-,2015
05-,F,Walloon,Multiple myeloma,-,2015
05-,F,Walloon,Lymphoid leukaemia,2,2015
05-,F,Walloon,Myeloid leukaemia,1,2015
05-,F,Walloon,Monocytic leukaemia,-,2015
05-,F,Walloon,Leukaemia other,-,2015
05-,F,Walloon,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
05-,F,Walloon,Other and ill-defined sites,-,2015
05-,F,Walloon,Unknown primary site,-,2015
05-,F,Walloon,Myeloproliferative Disorders,-,2015
05-,F,Walloon,Myelodysplastic syndromes,-,2015
10-,F,Walloon,Lip,-,2015
10-,F,Walloon,Base of tongue,-,2015
10-,F,Walloon,Tongue,-,2015
10-,F,Walloon,Gum,-,2015
10-,F,Walloon,Floor of mouth,-,2015
10-,F,Walloon,Palate,-,2015
10-,F,Walloon,"Mouth, NOS",-,2015
10-,F,Walloon,Parotid gland,2,2015
10-,F,Walloon,"Salivary glands, NOS",-,2015
10-,F,Walloon,Tonsil,-,2015
10-,F,Walloon,Oropharynx,-,2015
10-,F,Walloon,Nasopharynx,1,2015
10-,F,Walloon,Pyriform sinus,-,2015
10-,F,Walloon,Hypopharynx,-,2015
10-,F,Walloon,"Lip, oral cavity and pharynx, NOS",-,2015
10-,F,Walloon,Oesophagus,-,2015
10-,F,Walloon,Stomach,-,2015
10-,F,Walloon,Small intestine,-,2015
10-,F,Walloon,Colon,-,2015
10-,F,Walloon,Rectosigmoid junction,-,2015
10-,F,Walloon,Rectum,-,2015
10-,F,Walloon,Anus and anal canal,-,2015
10-,F,Walloon,Liver and intrahepatic bile ducts,-,2015
10-,F,Walloon,Gallbladder,-,2015
10-,F,Walloon,"Biliary tract, NOS",-,2015
10-,F,Walloon,Pancreas,-,2015
10-,F,Walloon,Other ill-defined digestive organs,-,2015
10-,F,Walloon,Nasal cavity and middle ear,-,2015
10-,F,Walloon,Accessory sinuses,-,2015
10-,F,Walloon,Larynx,-,2015
10-,F,Walloon,Trachea,-,2015
10-,F,Walloon,Bronchus and lung,-,2015
10-,F,Walloon,Thymus,-,2015
10-,F,Walloon,"Heart, mediastinum and pleura",-,2015
10-,F,Walloon,"Respiratory system and intrathoracic organs, NOS",-,2015
10-,F,Walloon,Bone and articular cartilage of limbs,1,2015
10-,F,Walloon,"Bone and articular cartilage, NOS",-,2015
10-,F,Walloon,Malignant melanoma of skin,-,2015
10-,F,Walloon,Malignant neoplasms of skin,-,2015
10-,F,Walloon,Mesothelioma,-,2015
10-,F,Walloon,Kaposi's sarcoma,-,2015
10-,F,Walloon,Soft tissues,-,2015
10-,F,Walloon,Retroperitoneum and peritoneum,-,2015
10-,F,Walloon,Breast,-,2015
10-,F,Walloon,Penis,-,2015
10-,F,Walloon,Prostate,-,2015
10-,F,Walloon,Testis,-,2015
10-,F,Walloon,"Male genital organs, NOS",-,2015
10-,F,Walloon,Kidney,-,2015
10-,F,Walloon,Renal pelvis,-,2015
10-,F,Walloon,Ureter,-,2015
10-,F,Walloon,Bladder,-,2015
10-,F,Walloon,"Urinary organs, NOS",-,2015
10-,F,Walloon,Eye and adnexa,-,2015
10-,F,Walloon,Meninges,-,2015
10-,F,Walloon,Brain,3,2015
10-,F,Walloon,"Spinal cord, cranial nerves and CNS, NOS",-,2015
10-,F,Walloon,Thyroid gland,1,2015
10-,F,Walloon,Adrenal gland,-,2015
10-,F,Walloon,"Endocrine glands, NOS",1,2015
10-,F,Walloon,Hodgkin's disease,3,2015
10-,F,Walloon,Non-Hodgkin-lymphoma,1,2015
10-,F,Walloon,Malignant immunoproliferative diseases,-,2015
10-,F,Walloon,Multiple myeloma,-,2015
10-,F,Walloon,Lymphoid leukaemia,1,2015
10-,F,Walloon,Myeloid leukaemia,-,2015
10-,F,Walloon,Monocytic leukaemia,-,2015
10-,F,Walloon,Leukaemia other,-,2015
10-,F,Walloon,"Lymphoid, haematopoietic and related tissue, NOS",1,2015
10-,F,Walloon,Other and ill-defined sites,-,2015
10-,F,Walloon,Unknown primary site,-,2015
10-,F,Walloon,Myeloproliferative Disorders,-,2015
10-,F,Walloon,Myelodysplastic syndromes,1,2015
15-,F,Walloon,Lip,-,2015
15-,F,Walloon,Base of tongue,-,2015
15-,F,Walloon,Tongue,-,2015
15-,F,Walloon,Gum,-,2015
15-,F,Walloon,Floor of mouth,-,2015
15-,F,Walloon,Palate,-,2015
15-,F,Walloon,"Mouth, NOS",-,2015
15-,F,Walloon,Parotid gland,-,2015
15-,F,Walloon,"Salivary glands, NOS",-,2015
15-,F,Walloon,Tonsil,-,2015
15-,F,Walloon,Oropharynx,-,2015
15-,F,Walloon,Nasopharynx,-,2015
15-,F,Walloon,Pyriform sinus,-,2015
15-,F,Walloon,Hypopharynx,-,2015
15-,F,Walloon,"Lip, oral cavity and pharynx, NOS",-,2015
15-,F,Walloon,Oesophagus,-,2015
15-,F,Walloon,Stomach,-,2015
15-,F,Walloon,Small intestine,-,2015
15-,F,Walloon,Colon,1,2015
15-,F,Walloon,Rectosigmoid junction,-,2015
15-,F,Walloon,Rectum,-,2015
15-,F,Walloon,Anus and anal canal,-,2015
15-,F,Walloon,Liver and intrahepatic bile ducts,1,2015
15-,F,Walloon,Gallbladder,-,2015
15-,F,Walloon,"Biliary tract, NOS",-,2015
15-,F,Walloon,Pancreas,-,2015
15-,F,Walloon,Other ill-defined digestive organs,-,2015
15-,F,Walloon,Nasal cavity and middle ear,-,2015
15-,F,Walloon,Accessory sinuses,-,2015
15-,F,Walloon,Larynx,-,2015
15-,F,Walloon,Trachea,-,2015
15-,F,Walloon,Bronchus and lung,-,2015
15-,F,Walloon,Thymus,-,2015
15-,F,Walloon,"Heart, mediastinum and pleura",-,2015
15-,F,Walloon,"Respiratory system and intrathoracic organs, NOS",-,2015
15-,F,Walloon,Bone and articular cartilage of limbs,2,2015
15-,F,Walloon,"Bone and articular cartilage, NOS",1,2015
15-,F,Walloon,Malignant melanoma of skin,1,2015
15-,F,Walloon,Malignant neoplasms of skin,1,2015
15-,F,Walloon,Mesothelioma,-,2015
15-,F,Walloon,Kaposi's sarcoma,-,2015
15-,F,Walloon,Soft tissues,-,2015
15-,F,Walloon,Retroperitoneum and peritoneum,-,2015
15-,F,Walloon,Breast,-,2015
15-,F,Walloon,Penis,-,2015
15-,F,Walloon,Prostate,2,2015
15-,F,Walloon,Testis,9,2015
15-,F,Walloon,"Male genital organs, NOS",-,2015
15-,F,Walloon,Kidney,-,2015
15-,F,Walloon,Renal pelvis,-,2015
15-,F,Walloon,Ureter,-,2015
15-,F,Walloon,Bladder,-,2015
15-,F,Walloon,"Urinary organs, NOS",-,2015
15-,F,Walloon,Eye and adnexa,-,2015
15-,F,Walloon,Meninges,-,2015
15-,F,Walloon,Brain,2,2015
15-,F,Walloon,"Spinal cord, cranial nerves and CNS, NOS",1,2015
15-,F,Walloon,Thyroid gland,3,2015
15-,F,Walloon,Adrenal gland,-,2015
15-,F,Walloon,"Endocrine glands, NOS",1,2015
15-,F,Walloon,Hodgkin's disease,3,2015
15-,F,Walloon,Non-Hodgkin-lymphoma,1,2015
15-,F,Walloon,Malignant immunoproliferative diseases,-,2015
15-,F,Walloon,Multiple myeloma,-,2015
15-,F,Walloon,Lymphoid leukaemia,2,2015
15-,F,Walloon,Myeloid leukaemia,3,2015
15-,F,Walloon,Monocytic leukaemia,-,2015
15-,F,Walloon,Leukaemia other,-,2015
15-,F,Walloon,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
15-,F,Walloon,Other and ill-defined sites,-,2015
15-,F,Walloon,Unknown primary site,-,2015
15-,F,Walloon,Myeloproliferative Disorders,-,2015
15-,F,Walloon,Myelodysplastic syndromes,1,2015
20-,F,Walloon,Lip,-,2015
20-,F,Walloon,Base of tongue,-,2015
20-,F,Walloon,Tongue,-,2015
20-,F,Walloon,Gum,-,2015
20-,F,Walloon,Floor of mouth,-,2015
20-,F,Walloon,Palate,-,2015
20-,F,Walloon,"Mouth, NOS",-,2015
20-,F,Walloon,Parotid gland,-,2015
20-,F,Walloon,"Salivary glands, NOS",-,2015
20-,F,Walloon,Tonsil,-,2015
20-,F,Walloon,Oropharynx,-,2015
20-,F,Walloon,Nasopharynx,-,2015
20-,F,Walloon,Pyriform sinus,-,2015
20-,F,Walloon,Hypopharynx,-,2015
20-,F,Walloon,"Lip, oral cavity and pharynx, NOS",-,2015
20-,F,Walloon,Oesophagus,-,2015
20-,F,Walloon,Stomach,-,2015
20-,F,Walloon,Small intestine,-,2015
20-,F,Walloon,Colon,4,2015
20-,F,Walloon,Rectosigmoid junction,-,2015
20-,F,Walloon,Rectum,2,2015
20-,F,Walloon,Anus and anal canal,-,2015
20-,F,Walloon,Liver and intrahepatic bile ducts,-,2015
20-,F,Walloon,Gallbladder,-,2015
20-,F,Walloon,"Biliary tract, NOS",-,2015
20-,F,Walloon,Pancreas,-,2015
20-,F,Walloon,Other ill-defined digestive organs,-,2015
20-,F,Walloon,Nasal cavity and middle ear,-,2015
20-,F,Walloon,Accessory sinuses,-,2015
20-,F,Walloon,Larynx,-,2015
20-,F,Walloon,Trachea,-,2015
20-,F,Walloon,Bronchus and lung,-,2015
20-,F,Walloon,Thymus,-,2015
20-,F,Walloon,"Heart, mediastinum and pleura",1,2015
20-,F,Walloon,"Respiratory system and intrathoracic organs, NOS",-,2015
20-,F,Walloon,Bone and articular cartilage of limbs,1,2015
20-,F,Walloon,"Bone and articular cartilage, NOS",2,2015
20-,F,Walloon,Malignant melanoma of skin,3,2015
20-,F,Walloon,Malignant neoplasms of skin,-,2015
20-,F,Walloon,Mesothelioma,-,2015
20-,F,Walloon,Kaposi's sarcoma,-,2015
20-,F,Walloon,Soft tissues,2,2015
20-,F,Walloon,Retroperitoneum and peritoneum,-,2015
20-,F,Walloon,Breast,-,2015
20-,F,Walloon,Penis,1,2015
20-,F,Walloon,Prostate,-,2015
20-,F,Walloon,Testis,9,2015
20-,F,Walloon,"Male genital organs, NOS",-,2015
20-,F,Walloon,Kidney,-,2015
20-,F,Walloon,Renal pelvis,-,2015
20-,F,Walloon,Ureter,-,2015
20-,F,Walloon,Bladder,-,2015
20-,F,Walloon,"Urinary organs, NOS",-,2015
20-,F,Walloon,Eye and adnexa,-,2015
20-,F,Walloon,Meninges,-,2015
20-,F,Walloon,Brain,6,2015
20-,F,Walloon,"Spinal cord, cranial nerves and CNS, NOS",-,2015
20-,F,Walloon,Thyroid gland,1,2015
20-,F,Walloon,Adrenal gland,1,2015
20-,F,Walloon,"Endocrine glands, NOS",-,2015
20-,F,Walloon,Hodgkin's disease,5,2015
20-,F,Walloon,Non-Hodgkin-lymphoma,1,2015
20-,F,Walloon,Malignant immunoproliferative diseases,-,2015
20-,F,Walloon,Multiple myeloma,-,2015
20-,F,Walloon,Lymphoid leukaemia,1,2015
20-,F,Walloon,Myeloid leukaemia,2,2015
20-,F,Walloon,Monocytic leukaemia,-,2015
20-,F,Walloon,Leukaemia other,1,2015
20-,F,Walloon,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
20-,F,Walloon,Other and ill-defined sites,-,2015
20-,F,Walloon,Unknown primary site,-,2015
20-,F,Walloon,Myeloproliferative Disorders,-,2015
20-,F,Walloon,Myelodysplastic syndromes,-,2015
25-,F,Walloon,Lip,-,2015
25-,F,Walloon,Base of tongue,-,2015
25-,F,Walloon,Tongue,-,2015
25-,F,Walloon,Gum,-,2015
25-,F,Walloon,Floor of mouth,-,2015
25-,F,Walloon,Palate,-,2015
25-,F,Walloon,"Mouth, NOS",-,2015
25-,F,Walloon,Parotid gland,1,2015
25-,F,Walloon,"Salivary glands, NOS",-,2015
25-,F,Walloon,Tonsil,-,2015
25-,F,Walloon,Oropharynx,-,2015
25-,F,Walloon,Nasopharynx,1,2015
25-,F,Walloon,Pyriform sinus,-,2015
25-,F,Walloon,Hypopharynx,-,2015
25-,F,Walloon,"Lip, oral cavity and pharynx, NOS",-,2015
25-,F,Walloon,Oesophagus,-,2015
25-,F,Walloon,Stomach,-,2015
25-,F,Walloon,Small intestine,2,2015
25-,F,Walloon,Colon,1,2015
25-,F,Walloon,Rectosigmoid junction,-,2015
25-,F,Walloon,Rectum,-,2015
25-,F,Walloon,Anus and anal canal,-,2015
25-,F,Walloon,Liver and intrahepatic bile ducts,-,2015
25-,F,Walloon,Gallbladder,-,2015
25-,F,Walloon,"Biliary tract, NOS",-,2015
25-,F,Walloon,Pancreas,-,2015
25-,F,Walloon,Other ill-defined digestive organs,-,2015
25-,F,Walloon,Nasal cavity and middle ear,-,2015
25-,F,Walloon,Accessory sinuses,-,2015
25-,F,Walloon,Larynx,-,2015
25-,F,Walloon,Trachea,-,2015
25-,F,Walloon,Bronchus and lung,1,2015
25-,F,Walloon,Thymus,-,2015
25-,F,Walloon,"Heart, mediastinum and pleura",-,2015
25-,F,Walloon,"Respiratory system and intrathoracic organs, NOS",-,2015
25-,F,Walloon,Bone and articular cartilage of limbs,-,2015
25-,F,Walloon,"Bone and articular cartilage, NOS",-,2015
25-,F,Walloon,Malignant melanoma of skin,10,2015
25-,F,Walloon,Malignant neoplasms of skin,-,2015
25-,F,Walloon,Mesothelioma,-,2015
